SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,EXPLSV%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,11631,Brian Thomas Jr.,WR,23.2,JAX,42,43,45,138.8,114.8,90.8,14,14,14,894,706,0,0.0%,0,0,0,0,0,0,0.00,21,0,0,0,0.00,0.00,48,548,10,31,2,91,159,707,14.7,7.8,3,0,1,728,1,0,21,7,79.0%,NA,NA,NA,2,NA,35,94,0.372,2.5,469,16.2%,1.51,0.066,0,NA,NA,NA,NA,NA,NA,728,NA,NA,52.0,0.0,1.5,NA,NA,50.5,14.2,26.4%,7,60,36,6,-3.4,-3.1,173.3,21.0%,17.4
2025,8144,Chris Olave,WR,25.4,NO,6,6,6,269,219,169,16,16,16,1056,887,0,0.0%,0,1,0,0,1,1,0.00,-3,0,0,0,0.00,0.00,100,874,5,44,9,156,289,1163,11.6,7.5,1,0,0,1160,0,0,-3,-3,84.0%,NA,NA,NA,0,NA,53,158,0.335,3.3,578,26.4%,2.01,0.076,0,0.0%,NA,NA,NA,NA,NA,1160,NA,NA,72.5,0.0,-0.2,NA,NA,72.7,11.6,39.3%,15,75,88,12,2.3,1.6,221.2,75.0%,29.8
2025,6801,Tee Higgins,WR,26.9,CIN,15,12,11,211.6,182.1,152.6,15,15,14,884,710,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,59,680,2,30,11,98,166,846,14.3,8.6,0,0,0,846,0,0,0,0,80.3%,NA,NA,NA,0,NA,41,98,0.418,2.7,520,15.3%,1.63,0.058,0,NA,NA,NA,NA,NA,NA,846,NA,NA,56.4,0.0,0.0,NA,NA,56.4,13.5,29%,15,57,58,9,1.5,0.9,187.1,47.0%,27.3
2025,8150,Kyren Williams,RB,25.3,LAR,9,9,8,263.3,245.3,227.3,17,17,17,1060,725,2,0.0%,0,0,0,0,0,0,0.00,1252,0,0,0,0.00,0.00,36,126,1,9,3,50,155,281,7.8,5.6,259,21,64,1533,10,948,1252,4.83,68.4%,72,3.66,0.278,74,0.644,86,309,0.278,5.1,333,8.4%,0.84,0.027,0,NA,NA,NA,NA,NA,NA,1533,NA,NA,90.2,0.0,73.6,295,10.04%,16.5,NA,NA,NA,NA,NA,NA,0.7,1.3,242.3,65.0%,25.1
2025,5850,Josh Jacobs,RB,27.8,GB,13,12,12,237.1,219.1,201.1,15,15,15,934,554,3,0.0%,0,0,0,0,0,0,0.00,929,0,0,0,0.00,0.00,36,-22,1,7,1,44,304,282,7.8,6.4,234,16,42,1211,13,725,929,3.97,59.3%,64,3.10,0.274,55,0.583,63,278,0.227,4.2,208,9.0%,1.36,0.034,0,NA,NA,NA,NA,NA,NA,1211,NA,NA,80.7,0.0,61.9,118,9.83%,18.8,NA,NA,NA,NA,NA,NA,-1.8,-1.9,260.1,73.0%,29.0
2025,9484,Tucker Kraft,TE,25.1,GB,24,21,17,117.2,101.2,85.2,17,8,8,510,439,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,32,145,3,16,6,44,344,489,15.3,11.1,1,0,0,492,0,0,3,3,86.1%,NA,0.00,NA,0,NA,22,45,0.489,2.8,198,9.0%,2.47,0.081,0,NA,NA,NA,NA,NA,NA,492,NA,NA,61.5,0.0,0.4,NA,NA,61.1,4.5,5%,12,10,19,1,3.5,3.1,78.7,50.0%,24.8
2025,4866,Saquon Barkley,RB,28.8,PHI,14,14,13,232.3,213.8,195.3,17,16,16,988,773,1,0.0%,0,0,0,0,0,0,0.00,1140,0,0,0,0.00,0.00,37,-23,2,9,2,50,296,273,7.4,5.5,280,18,41,1413,7,824,1140,4.07,78.2%,61,2.94,0.218,48,0.512,59,330,0.179,3.7,323,10.1%,0.85,0.028,0,NA,NA,NA,NA,NA,NA,1413,NA,NA,88.3,0.0,71.3,207,10.00%,17.1,NA,NA,NA,NA,NA,NA,-2.3,-1.6,254.4,63.0%,24.3
2025,12530,Travis Hunter,WR,22.6,JAX,97,97,104,63.8,49.8,35.8,17,7,4,486,324,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,28,158,2,11,1,45,140,298,10.6,6.6,1,0,0,298,0,0,0,0,66.7%,NA,NA,NA,0,NA,12,46,0.261,1.7,223,8.0%,1.34,0.049,0,NA,NA,NA,NA,NA,NA,298,NA,NA,42.6,0.0,0.0,NA,NA,42.6,7.6,7%,5,14,23,3,0.6,-1.9,51.1,14.0%,14.3
2025,8148,Jameson Williams,WR,24.7,DET,12,10,10,219.9,187.4,154.9,17,17,15,1026,923,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,65,676,10,42,7,102,441,1117,17.2,11.0,6,1,0,1129,0,0,12,2,90.0%,NA,NA,NA,0,NA,49,108,0.454,2.9,596,17.5%,1.87,0.070,0,NA,NA,NA,NA,NA,NA,1129,NA,NA,66.4,0.0,0.7,NA,NA,65.7,12.4,33.8%,9,59,38,3,1.4,2.2,201.0,59.0%,25.7
2025,12481,Cam Skattebo,RB,23.8,NYG,37,39,39,127.7,115.7,103.7,17,8,5,545,295,1,0.0%,0,0,0,0,0,0,0.00,410,0,0,0,0.00,0.00,24,-2,0,9,2,32,209,207,8.6,6.5,101,7,22,617,5,368,410,4.06,54.1%,35,3.65,0.347,27,0.711,38,133,0.286,4.8,130,6.1%,1.59,0.069,0,NA,NA,NA,NA,NA,NA,617,NA,NA,77.1,0.0,51.3,93,9.90%,25.9,NA,NA,NA,NA,NA,NA,4.1,4.3,79.5,75.0%,24.5
2025,5859,A.J. Brown,WR,28.4,PHI,11,14,14,220.3,181.3,142.3,16,15,15,931,843,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,78,735,1,40,7,121,268,1003,12.9,8.3,0,0,0,1003,0,0,0,0,90.5%,NA,NA,NA,0,NA,47,121,0.388,3.1,477,24.3%,2.10,0.084,0,NA,NA,NA,NA,NA,NA,1003,NA,NA,66.9,0.0,0.0,NA,NA,66.9,11.6,33.4%,13,56,66,2,-0.6,-1.7,207.0,53.0%,29.4
2025,7526,Jaylen Waddle,WR,27.0,DEN,24,23,19,194.12,162.12,130.12,16,16,16,927,724,1,100.0%,-5,1,1,0,0,0,100.00,36,0,0,8,8.00,8.00,64,682,5,42,6,100,228,910,14.2,9.1,2,0,1,938,0,0,28,14,78.1%,NA,NA,NA,1,NA,49,103,0.476,3.1,400,20.9%,2.28,0.105,0,0.0%,NA,NA,NA,NA,NA,946,NA,NA,59.1,0.5,1.8,NA,NA,56.9,12.3,38.7%,11,59,55,6,-1.7,-1.1,208.1,56.0%,21.1
2025,12517,Colston Loveland,TE,21.7,CHI,12,12,9,165.1,136.1,107.1,16,16,11,1031,651,0,0.0%,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,58,463,1,30,6,82,250,713,12.3,8.7,1,0,0,711,0,0,-2,-2,63.1%,NA,0.00,NA,0,NA,36,83,0.434,2.3,382,14.3%,1.87,0.079,0,NA,NA,NA,NA,NA,NA,711,NA,NA,44.4,0.0,-0.1,NA,NA,44.6,8.9,16.3%,14,26,37,4,2.7,2.8,113.4,31.0%,25.4
2025,7525,DeVonta Smith,WR,27.1,PHI,20,21,25,201.8,163.3,124.8,17,17,16,988,879,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,77,715,3,40,4,113,293,1008,13.1,8.9,0,0,0,1008,0,0,0,0,89.0%,NA,NA,NA,0,NA,44,113,0.389,2.6,517,22.7%,1.95,0.077,0,NA,NA,NA,NA,NA,NA,1008,NA,NA,59.3,0.0,0.0,NA,NA,59.3,12.0,32.4%,11,56,53,8,-1.9,-3.4,220.8,41.0%,24.2
2025,4943,Sam Darnold,QB,28.5,SEA,13,13,13,249.42,249.42,249.42,17,17,17,1064,1026,11,67.7%,2270,477,323,153,154,14,99.11,4143,27,25,4048,8.49,12.53,0,0,0,0,0,0,0,0,0.0,0.0,35,0,10,95,0,0,95,2.71,96.4%,NA,NA,NA,10,NA,188,512,0.367,11.1,NA,NA,NA,NA,178,37.3%,2.86,9.2%,29.4%,8.30,517,4143,4.3%,0.06,243.7,238.1,5.6,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.8,-4.5,309.1,53.0%,26.7
2025,12489,RJ Harvey,RB,24.8,DEN,20,21,22,206.6,183.1,159.6,17,17,7,1081,448,1,0.0%,0,1,0,0,1,0,39.58,540,0,0,0,0.00,0.00,47,-4,6,13,5,58,360,356,7.6,6.1,146,4,21,896,7,449,540,3.7,41.4%,46,3.07,0.315,28,0.622,46,205,0.224,2.7,262,9.5%,1.36,0.050,0,0.0%,NA,NA,NA,NA,NA,896,NA,NA,52.7,0.0,31.8,-4,5.48%,20.9,NA,NA,NA,NA,NA,NA,2.1,2.2,163.7,41.0%,22.7
2025,3163,Jared Goff,QB,31.2,DET,9,9,9,305.06,305.06,305.06,17,17,17,1026,1010,6,68.0%,2140,578,393,189,185,8,105.49,4609,38,34,4564,7.90,11.61,0,0,0,0,0,0,0,0,0.0,0.0,19,0,5,45,0,0,45,2.37,98.4%,NA,NA,NA,5,NA,228,597,0.382,13.4,NA,NA,NA,NA,223,38.6%,2.7,6.6%,34.1%,6.80,622,4609,1.6%,0.13,271.1,268.5,2.6,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-2.2,-1.7,321.9,65.0%,28.6
2025,7523,Trevor Lawrence,QB,26.2,JAX,4,4,4,350.18,350.18,350.18,17,17,17,1089,1064,5,60.9%,2376,560,341,165,219,12,90.97,4366,41,29,4007,7.16,11.75,0,0,0,0,0,0,0,0,0.0,0.0,82,3,31,359,9,0,359,4.38,97.7%,NA,NA,NA,40,NA,234,642,0.364,13.8,NA,NA,NA,NA,194,34.6%,2.87,12.5%,33.3%,9.00,646,4366,-2.7%,0.04,256.8,235.7,21.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.1,1.2,314.8,76.0%,34.2
2025,10859,Sam LaPorta,TE,24.9,DET,27,27,26,106.9,86.9,66.9,17,9,9,572,517,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,40,215,0,20,3,49,274,489,12.2,10.0,0,0,0,489,0,0,0,0,90.4%,NA,NA,NA,0,NA,23,49,0.469,2.6,245,8.4%,2.00,0.082,0,NA,NA,NA,NA,NA,NA,489,NA,NA,54.3,0.0,0.0,NA,NA,54.3,5.7,7.5%,6,11,17,1,0.0,0.9,95.0,44.0%,19.5
2025,9224,Chase Brown,RB,25.7,CIN,7,8,10,282.6,248.1,213.6,17,17,17,1043,700,2,0.0%,0,0,0,0,0,0,0.00,1019,0,0,0,0.00,0.00,69,-13,5,13,5,88,450,437,6.3,5.0,232,16,46,1456,6,813,1019,4.39,67.1%,69,3.50,0.297,52,0.648,70,320,0.219,4.1,383,13.8%,1.14,0.034,0,NA,NA,NA,NA,NA,NA,1456,NA,NA,85.6,0.0,59.9,185,10.34%,25.7,NA,NA,NA,NA,NA,NA,1.9,2.0,242.3,71.0%,29.2
2025,5870,Daniel Jones,QB,28.5,IND,17,17,17,234.44,234.44,234.44,17,13,13,830,756,9,68.0%,1750,384,261,130,123,8,100.18,3265,22,19,3101,8.08,11.88,0,0,0,0,0,0,0,0,0.0,0.0,45,1,14,164,5,0,164,3.64,91.1%,NA,NA,NA,19,NA,168,429,0.392,12.9,NA,NA,NA,NA,149,38.8%,2.7,8.3%,35.3%,8.20,428,3265,3.4%,0.12,251.2,238.5,12.6,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-1.2,-1.6,233.1,77.0%,25.4
2025,7588,Javonte Williams,RB,25.6,DAL,12,11,11,242.8,225.3,207.8,17,16,16,1131,769,2,0.0%,0,0,0,0,0,0,0.00,1201,0,0,0,0.00,0.00,35,-69,0,5,2,51,206,137,3.9,2.7,252,25,56,1338,11,972,1201,4.77,68.0%,68,3.86,0.270,67,0.655,74,303,0.244,4.6,332,8.2%,0.41,0.015,0,NA,NA,NA,NA,NA,NA,1338,NA,NA,83.6,0.0,75.1,279,10.32%,8.6,NA,NA,NA,NA,NA,NA,-0.6,-0.8,239.7,69.0%,24.1
2025,12522,Cam Ward,QB,23.5,TEN,22,22,22,193.66,193.66,193.66,17,17,17,1002,1002,11,59.8%,1623,540,323,138,217,7,80.24,3328,55,15,3169,5.87,9.81,0,0,0,0,0,0,0,0,0.0,0.0,39,3,13,159,2,0,159,4.08,100.0%,NA,NA,NA,15,NA,168,579,0.290,9.9,NA,NA,NA,NA,153,28.3%,3.00,8.10%,37.20%,7.60,618,3328,-3.00%,-0.23,195.8,186.4,9.4,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.8,-4.8,244.9,18.0%,19.7
2025,12493,Oronde Gadsden,TE,22.4,LAC,15,17,20,131.4,106.9,82.4,15,15,7,949,595,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,49,443,6,25,3,69,221,664,13.6,9.6,0,0,0,664,0,0,0,0,62.7%,NA,NA,NA,0,NA,28,69,0.406,1.9,388,12.1%,1.71,0.064,0,NA,NA,NA,NA,NA,NA,664,NA,NA,44.3,0.0,0.0,NA,NA,44.3,9.0,14%,15,30,25,6,0.2,-1.3,120.2,33.0%,20.1
2025,12506,Harold Fannin,TE,21.4,CLE,6,6,6,186.4,150.4,114.4,16,16,13,1031,786,1,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,72,379,4,26,6,107,352,731,10.2,6.8,7,1,1,744,1,0,13,1.86,76.2%,NA,0.00,NA,2,NA,34,114,0.298,2.1,430,19.2%,1.70,0.060,0,NA,NA,NA,NA,NA,NA,744,NA,NA,46.5,0.0,0.8,NA,NA,45.7,5.9,18.1%,10,26,44,2,2.0,2.3,147.5,56.0%,21.1
2025,9228,Bryce Young,QB,24.4,CAR,19,19,19,229.04,229.04,229.04,16,16,16,1000,964,7,63.6%,1466,478,304,130,174,11,87.78,3227,27,23,3011,6.30,9.90,0,0,0,0,0,0,0,0,0.0,0.0,54,2,14,216,2,0,216,4,96.4%,NA,NA,NA,16,NA,169,532,0.318,10.6,NA,NA,NA,NA,153,32.0%,2.83,7.1%,37.5%,6.90,538,3227,-0.3%,-0.08,201.7,188.2,13.5,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-3.4,-3.2,271.3,38.0%,25.6
2025,9997,Zay Flowers,WR,25.2,BAL,7,7,8,243.3,200.3,157.3,17,17,17,963,828,3,0.0%,0,0,0,0,0,0,0.00,62,0,0,0,0.00,0.00,86,753,7,43,5,118,458,1211,14.1,10.3,10,0,2,1273,1,0,62,6.2,86.0%,NA,NA,NA,3,NA,51,128,0.398,3.0,479,28.0%,2.53,0.090,0,NA,NA,NA,NA,NA,NA,1273,NA,NA,74.9,0.0,3.6,NA,NA,71.2,9.9,34.7%,11,54,55,5,-0.2,-0.2,249.2,65.0%,26.4
2025,9756,Jordan Addison,WR,23.9,MIN,45,44,43,135.1,114.1,93.1,17,14,12,771,652,0,0.0%,0,0,0,0,0,0,0.00,81,0,0,0,0.00,0.00,42,477,6,23,3,79,133,610,14.5,7.7,2,1,1,691,1,0,81,40.5,84.6%,NA,NA,NA,2,NA,28,81,0.346,2.0,438,16.3%,1.39,0.053,0,NA,NA,NA,NA,NA,NA,691,NA,NA,49.4,0.0,5.8,NA,NA,43.6,14.4,29.9%,13,49,29,8,0.2,-0.7,132.7,29.0%,17.4
2025,12519,Luther Burden,WR,22.0,CHI,48,50,49,127.9,104.4,80.9,15,15,5,955,368,0,0.0%,0,0,0,0,0,0,0.00,37,0,0,0,0.00,0.00,47,318,3,25,2,60,334,652,13.9,10.9,6,1,3,689,0,0,37,6.17,38.5%,NA,NA,NA,3,NA,30,66,0.455,2.0,240,10.5%,2.72,0.104,0,NA,NA,NA,NA,NA,NA,689,NA,NA,45.9,0.0,2.5,NA,NA,43.5,7.3,9.7%,4,21,32,1,1.8,2.2,92.2,20.0%,20.7
2025,4217,George Kittle,TE,32.2,SF,13,13,11,161.5,133,104.5,16,11,11,694,554,0,0.0%,0,0,0,0,0,0,0.00,-3,0,0,0,0.00,0.00,57,376,1,31,7,69,252,628,11.0,9.1,1,0,0,625,0,0,-3,-3,79.8%,NA,0.00,NA,0,NA,38,70,0.543,3.5,280,12.0%,2.24,0.111,0,NA,NA,NA,NA,NA,NA,625,NA,NA,56.8,0.0,-0.3,NA,NA,57.1,7.0,11.8%,13,26,27,5,-0.3,0.9,154.1,64.0%,24.2
2025,8151,Kenneth Walker III,RB,25.1,KC,22,22,21,191.9,176.4,160.9,17,17,17,1064,498,1,0.0%,0,0,0,0,0,0,0.00,1027,0,0,0,0.00,0.00,31,-57,2,12,0,36,339,282,9.1,7.8,221,21,41,1309,5,737,1027,4.65,46.8%,76,3.34,0.344,46,0.677,58,257,0.226,3.4,186,7.5%,1.52,0.065,0,NA,NA,NA,NA,NA,NA,1309,NA,NA,77.0,0.0,60.4,181,14.93%,16.6,NA,NA,NA,NA,NA,NA,-1.0,-0.8,197.1,41.0%,21.4
2025,2133,Davante Adams,WR,33.0,LAR,9,8,7,222.9,192.9,162.9,14,14,14,903,635,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,60,671,5,37,14,114,118,789,13.2,6.9,0,0,0,789,0,0,0,0,70.3%,NA,NA,NA,0,NA,51,114,0.447,3.6,408,19.1%,1.93,0.091,0,NA,NA,NA,NA,NA,NA,789,NA,NA,56.4,0.0,0.0,NA,NA,56.4,13.2,28.4%,32,73,48,26,0.3,-0.5,195.4,64.0%,24.2
2025,6819,Michael Pittman,WR,28.2,PIT,18,22,26,202.4,162.4,122.4,17,17,16,1007,860,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,80,525,5,40,7,111,259,784,9.8,7.1,0,0,0,784,0,0,0,0,85.4%,NA,NA,NA,0,NA,47,111,0.423,2.8,529,20.3%,1.48,0.076,0,NA,NA,NA,NA,NA,NA,784,NA,NA,46.1,0.0,0.0,NA,NA,46.1,8.0,20.6%,15,41,58,5,-0.3,-0.9,194.3,53.0%,21.6
2025,7543,Travis Etienne,RB,26.9,NO,10,10,9,253.9,235.9,217.9,17,17,16,1089,657,1,0.0%,0,0,0,0,0,0,0.00,1107,0,0,0,0.00,0.00,36,-47,5,8,6,52,339,292,8.1,5.6,260,8,41,1399,7,848,1107,4.26,60.3%,68,3.26,0.262,48,0.588,62,312,0.199,3.6,258,9.2%,1.13,0.031,0,NA,NA,NA,NA,NA,NA,1399,NA,NA,82.3,0.0,65.1,189,10.00%,17.2,NA,NA,NA,NA,NA,NA,1.5,1.9,211.1,59.0%,24.4
2025,8110,Jake Ferguson,TE,26.9,DAL,5,8,10,188.1,147.1,106.1,17,17,10,1131,753,3,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,82,293,2,22,8,102,307,600,7.3,5.9,1,0,0,601,0,0,1,1,66.6%,NA,0.00,NA,0,NA,30,103,0.291,1.8,478,16.3%,1.26,0.046,0,NA,NA,NA,NA,NA,NA,601,NA,NA,35.4,0.0,0.1,NA,NA,35.3,4.9,9.8%,24,23,49,9,0.3,-0.4,170.9,47.0%,22.3
2025,12534,Kyle Monangai,RB,23.5,CHI,30,30,29,146.7,137.7,128.7,17,17,1,1099,455,0,0.0%,0,0,0,0,0,0,0.00,783,0,0,0,0.00,0.00,18,2,6,7,0,30,162,164,9.1,5.5,169,5,35,947,5,572,783,4.63,41.4%,33,3.38,0.195,40,0.534,47,199,0.236,2.8,223,5.2%,0.74,0.031,0,NA,NA,NA,NA,NA,NA,947,NA,NA,55.7,0.0,46.1,143,8.88%,9.6,NA,NA,NA,NA,NA,NA,1.3,0.5,118.3,24.0%,19.7
2025,421,Matthew Stafford,QB,37.8,LAR,3,3,3,358.38,358.38,358.38,17,17,17,1060,1045,7,65.0%,2856,597,388,190,209,8,109.20,4708,23,46,4707,7.88,12.13,0,0,0,0,0,0,0,0,0.0,0.0,29,0,0,1,0,0,1,0.03,98.6%,NA,NA,NA,0,NA,236,626,0.377,13.9,NA,NA,NA,NA,236,39.5%,2.8,12.2%,27.3%,9.10,627,4708,1.5%,0.20,276.9,276.9,0.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.7,1.2,310.2,65.0%,28.6
2025,11624,Xavier Worthy,WR,22.6,KC,59,59,59,109.9,88.9,67.9,14,14,13,917,645,0,0.0%,0,0,0,0,0,0,0.00,87,0,0,0,0.00,0.00,42,339,1,21,1,73,193,532,12.7,7.3,11,1,4,619,0,0,87,7.91,70.3%,NA,NA,NA,4,NA,26,84,0.310,1.9,416,12.5%,1.28,0.050,0,NA,NA,NA,NA,NA,NA,619,NA,NA,44.2,0.0,6.2,NA,NA,38.0,12.4,21.9%,6,34,31,1,-3.7,-3.8,148.2,7.0%,13.2
2025,11638,Ricky Pearsall,WR,25.2,SF,72,76,78,88.6,70.6,52.6,9,9,9,682,480,0,0.0%,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,36,454,1,28,0,53,74,528,14.7,10.0,2,2,0,526,0,0,-2,-1,70.4%,NA,NA,NA,0,NA,28,55,0.509,3.1,278,9.2%,1.90,0.101,0,NA,NA,NA,NA,NA,NA,526,NA,NA,58.4,0.0,-0.2,NA,NA,58.7,13.9,18.1%,4,37,13,4,-2.2,-2.2,117.1,44.0%,16.7
2025,5846,DK Metcalf,WR,28.0,PIT,26,26,20,187.2,157.7,128.2,17,15,15,890,776,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,59,436,5,31,6,99,414,850,14.4,8.6,2,0,0,862,1,0,12,6,87.2%,NA,NA,NA,1,NA,38,101,0.376,2.5,463,18.0%,1.84,0.067,0,NA,NA,NA,NA,NA,NA,862,NA,NA,57.5,0.0,0.8,NA,NA,56.7,9.8,31.6%,13,40,61,7,-1.4,-1.0,190.4,53.0%,21.6
2025,3198,Derrick Henry,RB,31.9,BAL,8,7,6,279.5,272,264.5,17,17,17,963,519,4,0.0%,0,1,0,0,1,0,39.58,1595,0,0,0,0.00,0.00,15,15,1,4,0,21,135,150,10.0,7.1,307,11,63,1745,16,1216,1595,5.2,53.9%,65,3.96,0.212,79,0.608,83,329,0.252,4.9,153,5.0%,0.98,0.026,0,0.0%,NA,NA,NA,NA,NA,1745,NA,NA,102.6,0.0,93.8,533,11.73%,8.8,NA,NA,NA,NA,NA,NA,-0.7,-0.7,285.6,59.0%,32.5
2025,7021,Rico Dowdle,RB,27.5,PIT,18,17,16,216.3,196.8,177.3,17,17,11,1061,591,2,0.0%,0,0,0,0,0,0,0.00,1076,0,0,0,0.00,0.00,39,-53,2,13,1,50,350,297,7.6,5.9,236,14,45,1373,6,753,1076,4.56,55.7%,51,3.19,0.216,51,0.535,65,286,0.227,3.8,245,9.7%,1.21,0.053,0,NA,NA,NA,NA,NA,NA,1373,NA,NA,80.8,0.0,63.3,279,10.17%,17.5,NA,NA,NA,NA,NA,NA,1.6,1.8,184.6,35.0%,31.5
2025,12484,Jayden Higgins,WR,23.0,HOU,47,46,47,129.5,109,88.5,17,17,10,1092,616,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,41,402,2,22,6,68,123,525,12.8,7.7,0,0,0,525,0,0,0,0,56.4%,NA,NA,NA,0,NA,28,68,0.412,1.6,363,11.7%,1.45,0.061,0,NA,NA,NA,NA,NA,NA,525,NA,NA,30.9,0.0,0.0,NA,NA,30.9,12.0,18%,8,37,33,8,0.4,0.7,113.7,24.0%,15.3
2025,11559,Michael Penix Jr.,QB,25.6,ATL,33,33,33,123.28,123.28,123.28,16,9,9,593,553,4,60.1%,1094,276,166,90,110,3,88.47,2052,13,9,1982,7.18,11.94,0,0,0,0,0,0,0,0,0.0,0.0,21,0,4,70,1,0,70,3.33,93.3%,NA,NA,NA,5,NA,104,297,0.350,11.6,NA,NA,NA,NA,99,35.9%,2.79,9.8%,31.9%,8.80,301,2052,-3.2%,-0.04,228.0,220.2,7.8,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-3.8,-3.7,140.8,33.0%,22.2
2025,12474,Woody Marks,RB,24.9,HOU,29,29,31,151.1,139.1,127.1,16,16,8,1027,540,1,0.0%,0,0,0,0,0,0,0.00,703,0,0,0,0.00,0.00,24,-15,2,4,3,36,223,208,8.7,5.8,196,6,37,911,2,545,703,3.59,52.6%,48,2.78,0.245,39,0.523,46,232,0.198,2.9,243,6.2%,0.86,0.016,0,NA,NA,NA,NA,NA,NA,911,NA,NA,56.9,0.0,43.9,127,7.65%,13.0,NA,NA,NA,NA,NA,NA,-1.3,-1.7,170.8,31.0%,19.9
2025,11589,Trey Benson,RB,23.4,ARI,76,77,78,35.4,28.9,22.4,17,4,1,254,123,0,0.0%,0,0,0,0,0,0,0.00,160,0,0,0,0.00,0.00,13,-9,0,2,0,16,73,64,4.9,4.0,29,2,4,224,0,103,160,5.52,48.4%,14,3.55,0.483,4,0.838,6,45,0.133,1.5,69,2.5%,0.93,0.029,0,NA,NA,NA,NA,NA,NA,224,NA,NA,56.0,0.0,40.0,63,13.79%,16.0,NA,NA,NA,NA,NA,NA,-0.4,-0.4,37.1,0.0%,NA
2025,11627,Troy Franklin,WR,22.8,DEN,31,33,33,177.1,144.6,112.1,17,17,7,1081,645,1,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,65,427,4,26,6,104,282,709,10.9,6.8,5,1,2,721,0,0,12,2.4,59.7%,NA,NA,NA,2,NA,34,109,0.312,2.0,480,17.0%,1.48,0.054,0,NA,NA,NA,NA,NA,NA,721,NA,NA,42.4,0.0,0.7,NA,NA,41.7,12.7,30.1%,18,53,36,8,2.1,1.8,135.2,35.0%,23.9
2025,12501,Matthew Golden,WR,22.4,GB,89,90,92,70,55.5,41,14,14,5,803,401,0,0.0%,0,0,0,0,0,0,0.00,49,0,0,0,0.00,0.00,29,260,0,16,0,44,101,361,12.5,8.2,10,1,3,410,0,0,49,4.9,49.9%,NA,NA,NA,3,NA,19,54,0.352,1.4,265,9.0%,1.36,0.060,0,NA,NA,NA,NA,NA,NA,410,NA,NA,29.3,0.0,3.5,NA,NA,25.8,13.2,14.4%,2,21,19,1,-2.3,-2.4,103.8,7.0%,11.5
2025,8126,Wan'Dale Robinson,WR,24.9,TEN,14,16,22,217.9,171.9,125.9,17,16,15,1072,973,1,0.0%,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,92,628,4,35,4,140,386,1014,11.0,7.2,3,0,1,1019,0,0,5,1.67,90.8%,NA,NA,NA,1,NA,40,143,0.280,2.5,544,26.6%,1.86,0.064,0,NA,NA,NA,NA,NA,NA,1019,NA,NA,63.7,0.0,0.3,NA,NA,63.4,8.7,27.6%,13,51,76,7,0.2,0.0,185.4,50.0%,27.0
